model_label,running_index,city,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,1,Dublin,4,0.27197412420684985,0.14009117701200763,0.205764534017087,4,0.2694298650639084,0.14014390622867157,0.20417078455232074,4,0.5204230807721615,0.39295336057948416,0.4533301889896393
Gemma4-E4B,1,Geneva,5,0.22162769473710742,0.02197057805214812,0.2260699080186009,5,0.22024679174588174,0.021534434369393625,0.2256181067776497,5,0.3877018719911575,0.22187481027665185,0.5242430567741394
Gemma4-E4B,1,Guangzhou,2,0.2120836209099168,0.08586998533220781,0.2120836209099168,2,0.20960130525515025,0.08773879779735022,0.20960130525515025,2,0.6524913012981415,0.12709883715957374,0.6524913012981415
Gemma4-E4B,1,Hangzhou,6,0.19230986665701044,0.05034617587255655,0.17617846347636423,6,0.18822447970900777,0.04817101946147563,0.17279698186887482,6,1.5711189607779186,0.6985693052940201,1.6141777634620667
Gemma4-E4B,1,Hanoi,2,0.183822942209182,0.009013926394605284,0.183822942209182,2,0.18214516451952545,0.009364962207787165,0.18214516451952545,2,0.579316258430481,0.44833094759475267,0.579316258430481
Gemma4-E4B,1,Harbin,3,0.21805424787634983,0.027449683010483304,0.2233285491582763,3,0.2148920239284524,0.025493178685130242,0.2219013492740991,3,0.26771164933840436,0.394712747296694,0.0616790652275085
Gemma4-E4B,1,Helsinki,3,0.19715877826798547,0.0061629782998458595,0.1984095726486009,3,0.193192998694946,0.009566244682001568,0.1950159904219632,3,0.9107607901096344,0.7276102677310197,1.0026493072509766
Gemma4-E4B,1,Ho Chi Minh City,2,0.27681407841910866,0.0326644758856854,0.27681407841910866,2,0.2714015048825855,0.026305346204609344,0.2714015048825855,2,1.9662169218063354,1.292775510583868,1.9662169218063354
Gemma4-E4B,1,Hyderabad,4,0.21607232492621298,0.04364385355888839,0.20460603642902436,4,0.21400895355426555,0.04490710323833937,0.20366160484586285,4,1.0153324380517006,0.7655399297784026,0.867193877696991
Gemma4-E4B,1,Islamabad,4,0.22913409982265923,0.0181068766280533,0.2314009399494914,4,0.22743997376550112,0.016881139872754896,0.2302289690051589,4,0.5526731573045254,0.35809002362933157,0.6334647238254547
Gemma4-E4B,1,Istanbul,3,0.21250856268357868,0.013047429112966122,0.2165176930939582,3,0.21034719183424855,0.015120992923645628,0.2148108116661233,3,0.3963586961229642,0.2399209979753175,0.5186920166015625
