model,variant,layer,head,candidate_rank,pool_primary,pool_sum,pool_coverage,pool_enrichment,samples,effective_number_mean,dominant_occurrence,dominant_occurrence_mean_share,winner_occurrence_mode,winner_occurrence_mode_frequency,first_occurrence_share_mean,winner_is_first_mean,local_needle_count_mean,local_effective_fraction_mean,row_dominant_quarter,row_dominant_quarter_mass,span_mean_effective_number_mean,span_mean_dominant_occurrence_mean_share,span_sum_effective_number_mean,span_sum_dominant_occurrence,span_sum_dominant_occurrence_mean_share,end_sum_profile_cosine_mean,end_sum_winner_match_rate,phenotype,target_occurrence,endpoint_profile,span_mean_profile,span_sum_profile
Qwen3-8B,v4.2,16,24,63,0.0009470595839772,0.001115275091595,0.872445889642869,1.7797111809515176,20,7.054633565056873,7,0.13159662943523395,10,0.25,0.06348385534946183,0.0,3.2,0.8108880955360668,4,0.5597758784420249,7.868650895914776,0.14295228282785882,7.852665419600551,2,0.14598949975712958,0.8090149083072726,0.15,global_endpoint_aggregator,,"[0.06348385534946183,0.05853823789210442,0.09417542832589579,0.09450746644875505,0.11404744020749036,0.11546053388486135,0.13159662943523395,0.10801733495117202,0.09202596372017152,0.1281471097848536]","[0.1348534735318883,0.14295228282785882,0.13085446843725496,0.11843639075154448,0.08087142735806788,0.07339584332301999,0.0836445906884835,0.07646926075881168,0.06797492310509863,0.09054733921797177]","[0.13334952930106567,0.14598949975712958,0.13367010216647263,0.11712220619147484,0.07995652036097438,0.07257213073477117,0.08274888729125512,0.07560328645743389,0.06943714071757147,0.08955069702185128]"
Qwen3-8B,v4.2,27,15,64,0.0009408250371683,0.001589160826471,0.5818705501679299,3.2432615818715216,20,3.4999914777830505,1,0.4992134952942046,1,0.95,0.4992134952942046,0.95,2.6,0.6683433786778322,1,0.47342734275140125,9.188782620240762,0.12562511919045036,9.1738610639345,2,0.12842304482503675,0.5487486866755469,0.05,broad_span_mean_only,,"[0.4992134952942046,0.1139557925694032,0.05144063183253702,0.04050553376874451,0.06796247780414891,0.04380441556286996,0.05371631885466364,0.06559602038126967,0.048130348647884326,0.01567496528427407]","[0.09060357173658037,0.12562511919045036,0.097942887321552,0.1025248074337833,0.08824601398794756,0.08865356045431387,0.0913936397036006,0.10085746390790236,0.0993470670361239,0.11480586922774565]","[0.08964849814313536,0.12842304482503675,0.10011980878914586,0.10143807031023475,0.08730955318035646,0.08772092180004729,0.09041410529908198,0.09978913573649535,0.10153821146763238,0.11359865044883377]"
Qwen3-8B,v4.2,25,30,65,0.0009335615064729,0.0019871605767143,0.4818822696759737,4.2175294601087145,20,2.392268227992951,1,0.603525198033036,1,0.9,0.603525198033036,0.9,2.45,0.713564400599623,4,0.4616479332510287,8.74523448489876,0.1412102784219575,8.70752310555559,9,0.14403577575586637,0.5572629759533754,0.15,broad_span_mean_only,,"[0.603525198033036,0.20830364443817362,0.030858152723876608,0.02478453865158617,0.021640251383702423,0.029531688171154064,0.02398138514301309,0.02799559965638282,0.01983555836559664,0.009543983433478417]","[0.12844857486033223,0.13083009413730734,0.0963230658194649,0.09159716176550657,0.07845968112906036,0.08257140751577378,0.10217366810583887,0.07615093741210711,0.1412102784219575,0.0722351308326513]","[0.12690402374227477,0.1335462697820902,0.09832869158674844,0.09051411225467619,0.07753509174848137,0.08159074300809316,0.10093824488635714,0.0752415582127018,0.14403577575586637,0.07136548902271057]"
Qwen3-8B,v4.2,25,31,66,0.0009332611593563,0.0015399773915608,0.6264321754948657,3.25976047707151,20,4.144580435194856,1,0.3831192779504387,1,0.7,0.3831192779504387,0.7,2.6,0.7404909479232705,4,0.411747179224355,7.959833323304702,0.13318568749463539,7.95233360668483,10,0.1320001445872166,0.5575358905791952,0.0,broad_span_mean_only,,"[0.3831192779504387,0.19298700090668272,0.04257928862857494,0.04373390279684301,0.03413677610680377,0.04221964062935922,0.07360861748364052,0.05184348588500224,0.0791867259305975,0.0565852836820573]","[0.07445091423645318,0.0995262292282123,0.08370310607462969,0.08784330869998916,0.08225253984196848,0.06612921894521528,0.11915294973110788,0.12795579101483168,0.125800254732957,0.13318568749463539]","[0.07370423625910774,0.10177673881832741,0.08554928577027393,0.08694731267323687,0.08143274536635556,0.06545759742781321,0.11793131086058575,0.12667325865463577,0.1285273695824472,0.1320001445872166]"
Qwen3-8B,v4.2,17,7,67,0.0009120988557839,0.0013276623355017,0.7036355880839582,2.559630525702998,20,4.805816940112201,1,0.33857173773758514,1,0.7,0.33857173773758514,0.7,2.7,0.7321708525611416,4,0.8879060002868565,8.666561902061678,0.12433031943085833,8.665220759093204,8,0.12311571291745178,0.7227421917880834,0.1,broad_span_mean_only,,"[0.33857173773758514,0.13128408321635704,0.09177694548196688,0.058692931318358156,0.0608648893347183,0.06385927196420914,0.0671031400014237,0.08188400725399672,0.04414386259862244,0.06181913109276246]","[0.09854432794350493,0.10241181287678025,0.09993615765318666,0.0810483426120037,0.0764252594642085,0.08441323524654448,0.11009424415014532,0.12433031943085833,0.09927445098186363,0.12352184964090418]","[0.09755394191993394,0.1047422858213484,0.10217966564092433,0.08025854658792873,0.07571368895769756,0.08357722403514808,0.10900082517238867,0.12311571291745178,0.10152677147144895,0.12233133747572962]"
Qwen3-8B,v4.2,19,12,68,0.0009087541301854,0.0012835724486244,0.7128405007593939,2.408940294688047,20,5.246608517226187,1,0.2796294515709147,1,0.6,0.2796294515709147,0.6,3.25,0.7102051398256712,1,0.40246434271740644,7.482706150574461,0.16120405558428633,7.4983915635574645,4,0.1597669620741795,0.6116168680487375,0.15,broad_span_mean_only,,"[0.2796294515709147,0.07873099879068446,0.07084083296612372,0.05209462049705434,0.09084773076540711,0.06184739599759089,0.07292621136715678,0.116128667380091,0.11337396532730355,0.06358012533767352]","[0.04470958010900072,0.09618137431511478,0.07098011965286902,0.16120405558428633,0.06661540015377401,0.06757515849085435,0.10040123958420562,0.13687975745248043,0.10779008527256792,0.1476632293848468]","[0.044308485770257186,0.09848611772066913,0.07263056908232937,0.1597669620741795,0.06604870321811554,0.06698328011356956,0.09950782165398303,0.13565091737340126,0.11021832822620092,0.14639881476729447]"
Qwen3-8B,v4.2,27,16,69,0.0008946890627589,0.0020014504591623,0.4663088954088467,3.763247531450459,20,2.455713033218172,1,0.6163773309617993,1,0.95,0.6163773309617993,0.95,2.45,0.6294857069347918,1,0.4885189081796841,7.084589354949638,0.20817588224310818,7.03977198060999,2,0.2121641498711837,0.6092076665317843,0.3,broad_span_mean_only,,"[0.6163773309617993,0.10964284161590951,0.0393668085359444,0.04485261806343114,0.03974736578320759,0.02539022340570385,0.02281180393730884,0.030237017129206446,0.03868692068345802,0.032887069884030944]","[0.16458581227228167,0.20817588224310818,0.13152062909723022,0.08039366274668233,0.06292787611849024,0.03755479025783924,0.059790852803288864,0.07184138377195241,0.07223746779515802,0.11097164289396884]","[0.16237463577749042,0.2121641498711837,0.1340284481233996,0.07933181734153431,0.06208675634278297,0.037061036179810575,0.05899277525625368,0.07087743678638223,0.07357096607443214,0.10951197824673038]"
Qwen3-8B,v4.2,34,21,70,0.0008917750399556,0.0028302606609132,0.3586092853338095,6.09585251524593,20,1.8173833096041832,1,0.7019475669161784,1,0.85,0.7019475669161784,0.85,2.45,0.585084604500219,4,0.5287507743802042,7.81097099571667,0.15837971939184886,7.783188181516242,2,0.16157040373805806,0.5321112916131485,0.25,targeted_occurrence_retriever,1.0,"[0.7019475669161784,0.08520341358766845,0.021227729240839745,0.06557872458575083,0.01398478367960696,0.009860005883818336,0.01628905149174887,0.017665424744272983,0.022543258637851754,0.04570004123226361]","[0.15557990953531176,0.15837971939184886,0.12232593837031691,0.09059760136416035,0.05846634428859778,0.08543236903011776,0.07471840082713437,0.07010808788783343,0.08726133364440952,0.0971302956602692]","[0.15372760327485396,0.16157040373805806,0.12486684032272403,0.08951889679701111,0.05775134543505581,0.08444907731013415,0.07385618863466929,0.06926874189486369,0.08902187374268748,0.0959690288499424]"
Qwen3-8B,v4.2,28,3,71,0.0008851395565238,0.001753399769465,0.467396430889019,4.442124385189594,20,2.1028082906796928,1,0.6057475678819749,1,0.85,0.6057475678819749,0.85,2.45,0.6837620425072357,1,0.805537099234877,6.420804834646413,0.16466786284547716,6.393868525188575,3,0.1676734190917753,0.4478400683374031,0.1,broad_span_mean_only,,"[0.6057475678819749,0.19121701113954187,0.07399331543358482,0.02826382979574115,0.053085648387419956,0.008880680375396485,0.006976560287615235,0.014982966917941928,0.013094026368829831,0.0037583934119539385]","[0.09199529797547037,0.16360408660627423,0.16466786284547716,0.10434226755010304,0.0798202198869553,0.05435227988333402,0.09391271470223828,0.0597985228827602,0.08527336879885619,0.10223337886853119]","[0.09078621461745952,0.16661388728187881,0.1676734190917753,0.10295754351018231,0.07884194025263991,0.05364942189581492,0.09269375572975865,0.05901699877937563,0.08667356104555998,0.10109325779555496]"
Qwen3-8B,v4.2,22,16,72,0.0008784948557899,0.0010620882113774,0.8503307243133553,1.7898868872628333,20,6.946178897638163,8,0.14538754918902333,10,0.25,0.13259673969429303,0.15,3.25,0.8390415895172365,4,0.8682046997460408,8.181267373694867,0.13786326094115267,8.178923771008842,1,0.13653819537681852,0.8837617335689565,0.55,global_endpoint_aggregator,,"[0.13259673969429303,0.09268303268115125,0.06433143852102013,0.07154478521670302,0.053744289550171874,0.06308086942460295,0.11357236436579783,0.14538754918902333,0.12320658160362916,0.13985234975360747]","[0.13786326094115267,0.11554128693790204,0.09119474656309288,0.08257260867442663,0.07160168143866673,0.07985577346270088,0.09317869231324698,0.10613351540755042,0.10000362608107224,0.1220548081801885]","[0.13653819537681852,0.11816878938418436,0.09321615967070548,0.08172772824626953,0.07091770911430355,0.07909332812328199,0.09226154655512553,0.1050483822841896,0.10217370747744152,0.12085445376767989]"
Qwen3-8B,v4.2,22,2,73,0.0008670039310472,0.0021588557296328,0.3990034292058432,5.004719215284761,20,1.8670780132492495,1,0.7422391218017326,1,1.0,0.7422391218017326,1.0,2.45,0.6153577221633496,4,0.4239939013750568,8.848788638128806,0.13688884042478006,8.82687199401595,7,0.13532801010730647,0.28620817429000034,0.0,targeted_occurrence_retriever,1.0,"[0.7422391218017326,0.0869546826371532,0.0613548978644437,0.018578434016693054,0.01446940129836794,0.021858035310719823,0.011315961504063525,0.012203963330649693,0.018307417336357858,0.012718084899818715]","[0.050983776650265634,0.12117588218140365,0.10204231770498384,0.09551180916935693,0.09201787129876862,0.10054551176331228,0.13688884042478006,0.08897693954524227,0.1231930147241768,0.08866403653770985]","[0.05041987383970055,0.12375592801499591,0.10422216637659716,0.09442045260584711,0.09097819229591461,0.09941113285409765,0.13532801010730647,0.08797229705680239,0.12582691201047472,0.08766503483826343]"
Qwen3-8B,v4.2,22,13,74,0.0008613255396692,0.0018204834726121,0.4741126128829184,3.862909026420417,20,2.221387925528266,1,0.6606036500928232,1,1.0,0.6606036500928232,1.0,2.45,0.6507319932842053,1,0.5245116262275575,5.065819895771177,0.23889466716147342,5.084057011609895,1,0.2366920334942281,0.6527996860633514,0.65,mixed,,"[0.6606036500928232,0.11102911757344494,0.05921357661361613,0.04089108572810465,0.01740057047253508,0.0241330642093458,0.0266196431181093,0.02144688952573719,0.01844039590953417,0.020222006756749657]","[0.23889466716147342,0.12464633665334231,0.08923831510366617,0.08114298861472088,0.05840319204688308,0.04608236847169651,0.0850046843853326,0.0629551417788291,0.06764004557806602,0.14599226020598988]","[0.2366920334942281,0.12756915834352572,0.09121778110380473,0.08038569022912867,0.05793879232682505,0.045667712481868974,0.08422032091887113,0.06237783768716722,0.06867511282414737,0.14525556059043304]"
Qwen3-8B,v4.2,10,9,75,0.0008373130691461,0.0011269258128271,0.7964352725441568,1.7668798725065866,20,5.8640687299646626,6,0.16988979415977723,7,0.3,0.07412337058772808,0.0,3.3,0.6674422481345578,1,0.5293204891270759,6.751544272983478,0.1422945048608411,6.762919111030278,1,0.141289650159428,0.8929528262771228,0.55,broad_span_mean_only,,"[0.07412337058772808,0.04893972483801536,0.06978736883844365,0.12064822975212944,0.14097597353432073,0.16988979415977723,0.15983336031099887,0.06739843458540441,0.061363279379905836,0.08704046401327639]","[0.1422945048608411,0.05668252260991855,0.07367544372100081,0.10032114301490322,0.10322571834967716,0.1261644605073151,0.12151763126170738,0.08325402311413607,0.08617646337944382,0.10668808918105673]","[0.141289650159428,0.05806576711849441,0.07540068217752728,0.09960072749236579,0.10253829462388905,0.12537081720733873,0.12071855913425915,0.08267299256725447,0.08838713464028443,0.10595537487915865]"
Qwen3-8B,v4.2,31,30,76,0.0008025453151185,0.0024476153983009,0.3069170149931669,6.0090008081951805,20,1.3830740253313125,1,0.8607079218329033,1,1.0,0.8607079218329033,1.0,2.45,0.551867559034253,1,0.5313620009952815,5.229007629823935,0.2846769009754483,5.250757469831229,1,0.28181918542036477,0.6792801994139525,0.65,first_needle_locator,1.0,"[0.8607079218329033,0.04128671434731409,0.015554016028777231,0.008841091418909316,0.012752547848611337,0.014474196085643806,0.015464518960124176,0.014091476867493635,0.007789855120773353,0.009037661489449605]","[0.2846769009754483,0.13488422770377279,0.09915271008455999,0.05949182609415066,0.05079982295366995,0.04864208402653694,0.0900653797241641,0.05046015518986731,0.07551639945567792,0.1063104937921521]","[0.28181918542036477,0.13784799081454932,0.10136143895512222,0.058885403981881614,0.05033490180947432,0.048155425620354325,0.08913493301335698,0.049951356072311416,0.07697109451965252,0.1055382697929326]"
Qwen3-8B,v4.2,20,7,77,0.0008004487393071,0.0010012209415435,0.8012515619634272,1.8683446914911763,20,6.331785167582157,1,0.244956462129377,1,0.6,0.244956462129377,0.6,3.3,0.7740410989513331,4,0.6739267855134732,6.5158715701477945,0.13377541300363635,6.513193149727252,10,0.13293481244538707,0.6966025988591917,0.2,global_endpoint_aggregator,,"[0.244956462129377,0.155686409502885,0.0822088520646639,0.07396503942254393,0.04792360701717392,0.06789713435849576,0.09608166306162372,0.10445326827333037,0.07991957978492298,0.04690798438498348]","[0.09949926005558707,0.12452303903518325,0.09047601997079575,0.11729260418140179,0.06582996415949596,0.0790936517021966,0.11108770282995639,0.0835090433538853,0.09491330170786158,0.13377541300363635]","[0.09850813348581505,0.1273101149421904,0.09234270166669953,0.11612896604230036,0.06525461830380022,0.07828862463252792,0.10997873365693181,0.08267807733372542,0.09657521749062219,0.13293481244538707]"
Qwen3-8B,v4.2,20,26,78,0.0007962041767707,0.0029904888735876,0.2605023332718517,6.605213230285013,20,1.1321975607374897,1,0.9456277144679681,1,1.0,0.9456277144679681,1.0,2.45,0.5394915622161799,1,0.5421203227244293,2.06161930628861,0.5326719875572707,2.0759555648206236,1,0.5285514338813375,0.7546687809711901,0.65,first_needle_locator,1.0,"[0.9456277144679681,0.046286002222268266,0.002756577540995156,0.0011213478300809586,0.0019196036302679674,0.00044854936638511123,0.0007299246505888618,0.00048078154424721316,0.000392676637007942,0.0002368221101904093]","[0.5326719875572707,0.13542245140007428,0.060261343399805024,0.019656752776604648,0.02257695049011284,0.004337358342607478,0.052695879998407705,0.00625479931668078,0.04281487319435165,0.12330760352408485]","[0.5285514338813375,0.1388245704162363,0.061549780433281874,0.019505288709605294,0.02248695467090662,0.004303612167260556,0.05230222501320201,0.006214830380967346,0.04324787761631167,0.1230134267108907]"
Qwen3-8B,v4.2,3,19,79,0.0007946590796486,0.001172485285335,0.7471925602927794,2.254764664062853,20,5.411061415895594,1,0.269026148823139,1,0.5,0.269026148823139,0.5,3.05,0.6895294855839242,1,0.5416686696008444,4.354806014314354,0.24813085586944045,4.361506077576647,1,0.24649937868651928,0.6258734934700556,0.3,mixed,,"[0.269026148823139,0.1602636511451184,0.1272682621714316,0.09555726899801398,0.059771253763363896,0.05895007732045672,0.06553076615590783,0.07066936514399719,0.04996932916672534,0.042993877311845945]","[0.24813085586944045,0.08148663940275716,0.09780728250247635,0.09180147935136683,0.0696064306996427,0.07012706797812016,0.08725232895537278,0.12187651460262498,0.03532870408967684,0.09658269654852175]","[0.24649937868651928,0.08327758415535798,0.10013373708746871,0.09109362070687364,0.06919671934359924,0.06963320880449303,0.08667123522698242,0.12131310134562345,0.036131550954346676,0.09604986368873562]"
Qwen3-8B,v4.2,26,21,80,0.0007944250706966,0.0017994804514778,0.4903456991174801,3.447691715150241,20,3.044571182995294,1,0.5471843764724662,1,0.95,0.5471843764724662,0.95,2.7,0.5784074427188571,1,0.2734663194038875,7.343627122712394,0.142652452825499,7.374521731074824,5,0.14152844759996663,0.3226028152795908,0.0,broad_span_mean_only,,"[0.5471843764724662,0.09477994512230069,0.0332113113398256,0.03265217711688197,0.03481782698648057,0.05980197382115702,0.0473573270852857,0.043201361877719,0.06932425932067886,0.037669440857204424]","[0.03114713035822806,0.06537136679424196,0.06652924230518795,0.10402903050001755,0.142652452825499,0.13371096672721816,0.12790649070725252,0.09310040350522934,0.10135684362867221,0.1341960726484533]","[0.030892679279363677,0.06698567664937809,0.0682076286753236,0.10325234391111797,0.14152844759996663,0.13270721591636,0.1269566254495887,0.09240824972476074,0.10385861501463615,0.13320251777950443]"
Qwen3-8B,v4.2,21,24,81,0.000779265834339,0.0029029723670747,0.2742999608181639,6.498549015416552,20,1.178985041287058,1,0.9243527522107149,1,1.0,0.9243527522107149,1.0,2.45,0.5592457394652103,4,0.6611394786620295,7.267410134593083,0.1405634920024004,7.251113404549308,2,0.14360651036722422,0.3287956097927153,0.05,first_needle_locator,1.0,"[0.9243527522107149,0.03615547626393162,0.02406237187302348,0.004835326152670593,0.0013856445369332961,0.0017258221816154583,0.0023176381464750134,0.0012379516556419016,0.0013398107874464968,0.002587206191547291]","[0.11684156905433755,0.1405634920024004,0.09769711682599846,0.08414082292330878,0.08183934357559175,0.10856812032412333,0.09033658799008838,0.11118409106674551,0.08219364646834557,0.08663520976906018]","[0.11568603158320043,0.14360651036722422,0.09971983601853744,0.08328261917509164,0.08103423891240094,0.107429664144437,0.08943303366822183,0.1100599243851276,0.08398058461037476,0.08576755713538411]"
