model_label,scope,target_ordinal,rank,layer,head,raw_attention_mass,n_seeds,n_events
Qwen3-8B,all,9,49,31,30,0.04966221034,20,38
Qwen3-8B,all,10,49,31,30,0.043888825457894735,19,19
Qwen3-8B,all,2,50,32,8,0.011018324605873014,20,169
Qwen3-8B,all,3,50,32,8,0.03456951304229166,20,151
Qwen3-8B,all,4,50,32,8,0.03728736981607143,20,135
Qwen3-8B,all,5,50,32,8,0.040293828845333335,20,116
Qwen3-8B,all,6,50,32,8,0.047413049878000005,20,97
Qwen3-8B,all,7,50,32,8,0.05905274812583333,20,78
Qwen3-8B,all,8,50,32,8,0.046622614831666666,20,59
Qwen3-8B,all,9,50,32,8,0.051843025640000005,20,38
Qwen3-8B,all,10,50,32,8,0.04744865951052631,19,19
Qwen3-8B,all,2,51,28,2,0.016872816665515874,20,169
Qwen3-8B,all,3,51,28,2,0.016301925998303574,20,151
Qwen3-8B,all,4,51,28,2,0.01976212935821428,20,135
Qwen3-8B,all,5,51,28,2,0.0496751606145,20,116
Qwen3-8B,all,6,51,28,2,0.05476112848025001,20,97
Qwen3-8B,all,7,51,28,2,0.054415925947916666,20,78
Qwen3-8B,all,8,51,28,2,0.07794047147000002,20,59
Qwen3-8B,all,9,51,28,2,0.06115574725,20,38
Qwen3-8B,all,10,51,28,2,0.0668338992105263,19,19
Qwen3-8B,all,2,52,18,19,0.054127364886736105,20,169
Qwen3-8B,all,3,52,18,19,0.03621950493928571,20,151
Qwen3-8B,all,4,52,18,19,0.038645758877380955,20,135
Qwen3-8B,all,5,52,18,19,0.032157271541666664,20,116
Qwen3-8B,all,6,52,18,19,0.031556609439,20,97
Qwen3-8B,all,7,52,18,19,0.016149858019583335,20,78
Qwen3-8B,all,8,52,18,19,0.021402148903333335,20,59
Qwen3-8B,all,9,52,18,19,0.019713869095000003,20,38
Qwen3-8B,all,10,52,18,19,0.012409011094736841,19,19
Qwen3-8B,all,2,53,24,12,0.00810720740279762,20,169
Qwen3-8B,all,3,53,24,12,0.011255444181130956,20,151
Qwen3-8B,all,4,53,24,12,0.01640154804011905,20,135
Qwen3-8B,all,5,53,24,12,0.03004709137383333,20,116
Qwen3-8B,all,6,53,24,12,0.052264763014750006,20,97
Qwen3-8B,all,7,53,24,12,0.0654740140475,20,78
Qwen3-8B,all,8,53,24,12,0.08769574532,20,59
Qwen3-8B,all,9,53,24,12,0.0977534297825,20,38
Qwen3-8B,all,10,53,24,12,0.1114939043368421,19,19
Qwen3-8B,all,2,54,19,25,0.01969800089969246,20,169
Qwen3-8B,all,3,54,19,25,0.019467872032261906,20,151
Qwen3-8B,all,4,54,19,25,0.032798227392023815,20,135
Qwen3-8B,all,5,54,19,25,0.043093080759166666,20,116
Qwen3-8B,all,6,54,19,25,0.049426781007750005,20,97
Qwen3-8B,all,7,54,19,25,0.038375457652916674,20,78
Qwen3-8B,all,8,54,19,25,0.045407845175,20,59
Qwen3-8B,all,9,54,19,25,0.046861818812500004,20,38
Qwen3-8B,all,10,54,19,25,0.03218238760526316,19,19
Qwen3-8B,all,2,55,20,19,0.010841439567152777,20,169
Qwen3-8B,all,3,55,20,19,0.012045100892648809,20,151
Qwen3-8B,all,4,55,20,19,0.014517253091309523,20,135
Qwen3-8B,all,5,55,20,19,0.034451393286833325,20,116
Qwen3-8B,all,6,55,20,19,0.06594434095224999,20,97
Qwen3-8B,all,7,55,20,19,0.056834754948749996,20,78
Qwen3-8B,all,8,55,20,19,0.07588394745166667,20,59
Qwen3-8B,all,9,55,20,19,0.0640564588725,20,38
Qwen3-8B,all,10,55,20,19,0.03295333448947369,19,19
Qwen3-8B,all,2,56,15,9,0.013966407630277778,20,169
Qwen3-8B,all,3,56,15,9,0.017787732228005955,20,151
Qwen3-8B,all,4,56,15,9,0.01698187284154762,20,135
Qwen3-8B,all,5,56,15,9,0.04437650813366667,20,116
Qwen3-8B,all,6,56,15,9,0.06512040386550001,20,97
Qwen3-8B,all,7,56,15,9,0.0405953093725,20,78
Qwen3-8B,all,8,56,15,9,0.0615266979475,20,59
Qwen3-8B,all,9,56,15,9,0.039640773342499984,20,38
Qwen3-8B,all,10,56,15,9,0.029050474878947373,19,19
Qwen3-8B,all,2,57,20,13,0.005504848758521827,20,169
Qwen3-8B,all,3,57,20,13,0.012116768917232143,20,151
Qwen3-8B,all,4,57,20,13,0.020804594556071428,20,135
Qwen3-8B,all,5,57,20,13,0.04198076667766667,20,116
Qwen3-8B,all,6,57,20,13,0.056468566214250004,20,97
Qwen3-8B,all,7,57,20,13,0.06144351921333334,20,78
Qwen3-8B,all,8,57,20,13,0.07602160848,20,59
Qwen3-8B,all,9,57,20,13,0.047682488035000005,20,38
Qwen3-8B,all,10,57,20,13,0.029417957073684203,19,19
Qwen3-8B,all,2,58,21,27,0.010880820774890873,20,169
Qwen3-8B,all,3,58,21,27,0.01845660011875,20,151
Qwen3-8B,all,4,58,21,27,0.028505531985952383,20,135
Qwen3-8B,all,5,58,21,27,0.0310407963785,20,116
Qwen3-8B,all,6,58,21,27,0.041897832474500005,20,97
Qwen3-8B,all,7,58,21,27,0.03882316746958333,20,78
Qwen3-8B,all,8,58,21,27,0.060752453659166664,20,59
Qwen3-8B,all,9,58,21,27,0.07358810967500001,20,38
Qwen3-8B,all,10,58,21,27,0.08104374113157893,19,19
Qwen3-8B,all,2,59,21,26,0.0022785057799206343,20,169
Qwen3-8B,all,3,59,21,26,0.005707900469910713,20,151
Qwen3-8B,all,4,59,21,26,0.013570125961785712,20,135
Qwen3-8B,all,5,59,21,26,0.030339853136833333,20,116
Qwen3-8B,all,6,59,21,26,0.051448014410499995,20,97
Qwen3-8B,all,7,59,21,26,0.055745512742916684,20,78
Qwen3-8B,all,8,59,21,26,0.10362683861083333,20,59
Qwen3-8B,all,9,59,21,26,0.0964281394775,20,38
Qwen3-8B,all,10,59,21,26,0.0652813379263158,19,19
Qwen3-8B,all,2,60,18,15,0.017467808725238097,20,169
Qwen3-8B,all,3,60,18,15,0.01750737767675595,20,151
Qwen3-8B,all,4,60,18,15,0.040983146723690474,20,135
Qwen3-8B,all,5,60,18,15,0.05679313755383334,20,116
Qwen3-8B,all,6,60,18,15,0.04297796909525,20,97
Qwen3-8B,all,7,60,18,15,0.029513837013333332,20,78
Qwen3-8B,all,8,60,18,15,0.024417390739166666,20,59
Qwen3-8B,all,9,60,18,15,0.024659747049999996,20,38
Qwen3-8B,all,10,60,18,15,0.014410301463157893,19,19
Qwen3-8B,all,2,61,15,13,0.014572862902261905,20,169
Qwen3-8B,all,3,61,15,13,0.020992264899910715,20,151
Qwen3-8B,all,4,61,15,13,0.033823580613928574,20,135
Qwen3-8B,all,5,61,15,13,0.049779325792166665,20,116
Qwen3-8B,all,6,61,15,13,0.044465209621750004,20,97
Qwen3-8B,all,7,61,15,13,0.03144669373541666,20,78
Qwen3-8B,all,8,61,15,13,0.039362615370000006,20,59
Qwen3-8B,all,9,61,15,13,0.029174640915,20,38
Qwen3-8B,all,10,61,15,13,0.027316609189473685,19,19
Qwen3-8B,all,2,62,21,17,0.011107147903144841,20,169
Qwen3-8B,all,3,62,21,17,0.01931559696571429,20,151
Qwen3-8B,all,4,62,21,17,0.02392800981452381,20,135
Qwen3-8B,all,5,62,21,17,0.040561582920166664,20,116
Qwen3-8B,all,6,62,21,17,0.04855822987975,20,97
Qwen3-8B,all,7,62,21,17,0.046909937797083336,20,78
Qwen3-8B,all,8,62,21,17,0.055688884555000005,20,59
Qwen3-8B,all,9,62,21,17,0.037143503522499996,20,38
Qwen3-8B,all,10,62,21,17,0.02726983382105263,19,19
Qwen3-8B,all,2,63,9,19,0.04718653996343254,20,169
Qwen3-8B,all,3,63,9,19,0.03747174334318452,20,151
Qwen3-8B,all,4,63,9,19,0.02233563268821429,20,135
Qwen3-8B,all,5,63,9,19,0.02750647150983333,20,116
Qwen3-8B,all,6,63,9,19,0.023928149258999998,20,97
Qwen3-8B,all,7,63,9,19,0.03138542763208334,20,78
Qwen3-8B,all,8,63,9,19,0.013938713215833334,20,59
Qwen3-8B,all,9,63,9,19,0.009517545115,20,38
Qwen3-8B,all,10,63,9,19,0.006787591563157895,19,19
Qwen3-8B,all,2,64,26,31,0.046375230703234134,20,169
Qwen3-8B,all,3,64,26,31,0.016394252027113098,20,151
Qwen3-8B,all,4,64,26,31,0.020331304222261908,20,135
Qwen3-8B,all,5,64,26,31,0.028538268595833326,20,116
Qwen3-8B,all,6,64,26,31,0.023250820754,20,97
Qwen3-8B,all,7,64,26,31,0.03197364426041667,20,78
Qwen3-8B,all,8,64,26,31,0.035863759405,20,59
Qwen3-8B,all,9,64,26,31,0.03142151421499999,20,38
Qwen3-8B,all,10,64,26,31,0.04519684709473685,19,19
Qwen3-8B,all,2,65,24,15,0.0053114865374503965,20,169
Qwen3-8B,all,3,65,24,15,0.010296130550000001,20,151
Qwen3-8B,all,4,65,24,15,0.014317022417380951,20,135
Qwen3-8B,all,5,65,24,15,0.0238812891775,20,116
Qwen3-8B,all,6,65,24,15,0.0484581137565,20,97
Qwen3-8B,all,7,65,24,15,0.06436128456833333,20,78
Qwen3-8B,all,8,65,24,15,0.06598534830166666,20,59
Qwen3-8B,all,9,65,24,15,0.07204062741249999,20,38
Qwen3-8B,all,10,65,24,15,0.07557298003157893,19,19
Qwen3-8B,all,2,66,27,18,0.01800172679422619,20,169
Qwen3-8B,all,3,66,27,18,0.016849906748571432,20,151
Qwen3-8B,all,4,66,27,18,0.017586369160714287,20,135
Qwen3-8B,all,5,66,27,18,0.02955194209716666,20,116
Qwen3-8B,all,6,66,27,18,0.03184349854925,20,97
Qwen3-8B,all,7,66,27,18,0.04501925651750001,20,78
Qwen3-8B,all,8,66,27,18,0.05958925681416666,20,59
Qwen3-8B,all,9,66,27,18,0.046178708685,20,38
Qwen3-8B,all,10,66,27,18,0.06594518645263157,19,19
Qwen3-8B,all,2,67,20,23,0.008603238192113095,20,169
Qwen3-8B,all,3,67,20,23,0.0071824915071130955,20,151
Qwen3-8B,all,4,67,20,23,0.01145619640714286,20,135
Qwen3-8B,all,5,67,20,23,0.030895304922499995,20,116
Qwen3-8B,all,6,67,20,23,0.0573385657045,20,97
Qwen3-8B,all,7,67,20,23,0.04883961856875001,20,78
Qwen3-8B,all,8,67,20,23,0.08064047568666667,20,59
Qwen3-8B,all,9,67,20,23,0.051435161865,20,38
Qwen3-8B,all,10,67,20,23,0.03224046006315789,19,19
Qwen3-8B,all,2,68,27,16,0.014974634786666663,20,169
Qwen3-8B,all,3,68,27,16,0.011643885944464286,20,151
Qwen3-8B,all,4,68,27,16,0.015438894499166664,20,135
Qwen3-8B,all,5,68,27,16,0.030794952980833335,20,116
Qwen3-8B,all,6,68,27,16,0.03714167785225,20,97
Qwen3-8B,all,7,68,27,16,0.041723888941249995,20,78
Qwen3-8B,all,8,68,27,16,0.05261735341333333,20,59
Qwen3-8B,all,9,68,27,16,0.07040746971,20,38
Qwen3-8B,all,10,68,27,16,0.07195478873157893,19,19
Qwen3-8B,all,2,69,28,0,0.01678325427775794,20,169
Qwen3-8B,all,3,69,28,0,0.01434937799797619,20,151
Qwen3-8B,all,4,69,28,0,0.02378448614511905,20,135
Qwen3-8B,all,5,69,28,0,0.041380758043666664,20,116
Qwen3-8B,all,6,69,28,0,0.033513561323499995,20,97
Qwen3-8B,all,7,69,28,0,0.034420714090000006,20,78
Qwen3-8B,all,8,69,28,0,0.046028674985,20,59
Qwen3-8B,all,9,69,28,0,0.0358389537275,20,38
Qwen3-8B,all,10,69,28,0,0.0351015302,19,19
Qwen3-8B,all,2,70,17,26,0.03737511358225199,20,169
Qwen3-8B,all,3,70,17,26,0.03214860669467262,20,151
Qwen3-8B,all,4,70,17,26,0.02237711150190476,20,135
Qwen3-8B,all,5,70,17,26,0.023006550862333334,20,116
Qwen3-8B,all,6,70,17,26,0.026903576075749995,20,97
Qwen3-8B,all,7,70,17,26,0.02125568802291667,20,78
Qwen3-8B,all,8,70,17,26,0.020025116261666663,20,59
Qwen3-8B,all,9,70,17,26,0.0204173257225,20,38
Qwen3-8B,all,10,70,17,26,0.02144119216842105,19,19
Qwen3-8B,all,2,71,24,30,0.01470001493205357,20,169
Qwen3-8B,all,3,71,24,30,0.010205458225773808,20,151
Qwen3-8B,all,4,71,24,30,0.013442549327261905,20,135
Qwen3-8B,all,5,71,24,30,0.0211726272475,20,116
Qwen3-8B,all,6,71,24,30,0.03601077723625,20,97
Qwen3-8B,all,7,71,24,30,0.056592329932500005,20,78
Qwen3-8B,all,8,71,24,30,0.051479671104166666,20,59
Qwen3-8B,all,9,71,24,30,0.05587839385,20,38
Qwen3-8B,all,10,71,24,30,0.09399618303157893,19,19
Qwen3-8B,all,2,72,25,11,0.004021386478253969,20,169
Qwen3-8B,all,3,72,25,11,0.008353629489494047,20,151
Qwen3-8B,all,4,72,25,11,0.015303385788690473,20,135
Qwen3-8B,all,5,72,25,11,0.029920665703999993,20,116
Qwen3-8B,all,6,72,25,11,0.041758328102999995,20,97
Qwen3-8B,all,7,72,25,11,0.06379160546916667,20,78
Qwen3-8B,all,8,72,25,11,0.03364254117333333,20,59
Qwen3-8B,all,9,72,25,11,0.05179397082249999,20,38
Qwen3-8B,all,10,72,25,11,0.09016190625789473,19,19
Qwen3-8B,all,2,73,20,4,0.01678042807376984,20,169
Qwen3-8B,all,3,73,20,4,0.028246799472529765,20,151
Qwen3-8B,all,4,73,20,4,0.020727526844523805,20,135
Qwen3-8B,all,5,73,20,4,0.02256652519033333,20,116
Qwen3-8B,all,6,73,20,4,0.0363660295075,20,97
Qwen3-8B,all,7,73,20,4,0.02972495466041667,20,78
Qwen3-8B,all,8,73,20,4,0.040202416165833324,20,59
Qwen3-8B,all,9,73,20,4,0.030644473065,20,38
Qwen3-8B,all,10,73,20,4,0.020226957378947363,19,19
Qwen3-8B,all,2,74,13,11,0.02675167363492063,20,169
Qwen3-8B,all,3,74,13,11,0.026473546579315478,20,151
Qwen3-8B,all,4,74,13,11,0.012146460931071431,20,135
Qwen3-8B,all,5,74,13,11,0.03412562798116667,20,116
Qwen3-8B,all,6,74,13,11,0.025553117996999997,20,97
Qwen3-8B,all,7,74,13,11,0.022032988604583338,20,78
Qwen3-8B,all,8,74,13,11,0.046327806405000005,20,59
Qwen3-8B,all,9,74,13,11,0.020085342445000005,20,38
Qwen3-8B,all,10,74,13,11,0.017402790752631576,19,19
Qwen3-8B,all,2,75,34,7,0.0167868746327381,20,169
Qwen3-8B,all,3,75,34,7,0.024165587148988095,20,151
Qwen3-8B,all,4,75,34,7,0.022705866354999996,20,135
Qwen3-8B,all,5,75,34,7,0.027615962533333337,20,116
Qwen3-8B,all,6,75,34,7,0.025963209663749997,20,97
Qwen3-8B,all,7,75,34,7,0.033615927775,20,78
Qwen3-8B,all,8,75,34,7,0.03495508310583333,20,59
Qwen3-8B,all,9,75,34,7,0.035650962812500006,20,38
Qwen3-8B,all,10,75,34,7,0.02763550753157895,19,19
Qwen3-8B,all,2,76,34,0,0.009456291320605159,20,169
Qwen3-8B,all,3,76,34,0,0.024208584658303573,20,151
Qwen3-8B,all,4,76,34,0,0.02692025451535714,20,135
Qwen3-8B,all,5,76,34,0,0.0340309917915,20,116
Qwen3-8B,all,6,76,34,0,0.02178633799975,20,97
Qwen3-8B,all,7,76,34,0,0.02914398546416666,20,78
Qwen3-8B,all,8,76,34,0,0.038515761824166675,20,59
Qwen3-8B,all,9,76,34,0,0.03663830135,20,38
Qwen3-8B,all,10,76,34,0,0.037986686915789464,19,19
Qwen3-8B,all,2,77,29,12,0.016909703087043645,20,169
Qwen3-8B,all,3,77,29,12,0.01395986406122024,20,151
Qwen3-8B,all,4,77,29,12,0.017118244882857143,20,135
Qwen3-8B,all,5,77,29,12,0.036965333802333335,20,116
Qwen3-8B,all,6,77,29,12,0.027333448326499997,20,97
Qwen3-8B,all,7,77,29,12,0.023600979933333332,20,78
Qwen3-8B,all,8,77,29,12,0.04633043184833333,20,59
Qwen3-8B,all,9,77,29,12,0.04098668858,20,38
Qwen3-8B,all,10,77,29,12,0.037144357194736834,19,19
Qwen3-8B,all,2,78,19,28,0.021263558066607142,20,169
Qwen3-8B,all,3,78,19,28,0.01656922588488095,20,151
Qwen3-8B,all,4,78,19,28,0.018347770048333333,20,135
Qwen3-8B,all,5,78,19,28,0.032412278783333325,20,116
Qwen3-8B,all,6,78,19,28,0.03949580736125001,20,97
Qwen3-8B,all,7,78,19,28,0.025368500669583332,20,78
Qwen3-8B,all,8,78,19,28,0.02596305529666667,20,59
Qwen3-8B,all,9,78,19,28,0.02647224448,20,38
Qwen3-8B,all,10,78,19,28,0.020891661905263162,19,19
Qwen3-8B,all,2,79,29,5,0.016392858907261904,20,169
Qwen3-8B,all,3,79,29,5,0.014190027240238092,20,151
Qwen3-8B,all,4,79,29,5,0.012034300955000002,20,135
Qwen3-8B,all,5,79,29,5,0.03992166201233333,20,116
Qwen3-8B,all,6,79,29,5,0.028959438272,20,97
Qwen3-8B,all,7,79,29,5,0.026873517768750004,20,78
Qwen3-8B,all,8,79,29,5,0.039427093946666665,20,59
Qwen3-8B,all,9,79,29,5,0.03065648372500001,20,38
Qwen3-8B,all,10,79,29,5,0.03290552510526317,19,19
Qwen3-8B,all,2,80,23,14,0.007824205509732144,20,169
Qwen3-8B,all,3,80,23,14,0.010417845009107142,20,151
Qwen3-8B,all,4,80,23,14,0.007042158196190476,20,135
Qwen3-8B,all,5,80,23,14,0.0173946561545,20,116
Qwen3-8B,all,6,80,23,14,0.027313317491750005,20,97
Qwen3-8B,all,7,80,23,14,0.04401399904666667,20,78
Qwen3-8B,all,8,80,23,14,0.07121371486666668,20,59
Qwen3-8B,all,9,80,23,14,0.0603228593075,20,38
Qwen3-8B,all,10,80,23,14,0.06263496025263159,19,19
Qwen3-8B,all,2,81,26,27,0.020635858643234126,20,169
Qwen3-8B,all,3,81,26,27,0.01322680164660714,20,151
Qwen3-8B,all,4,81,26,27,0.012071448102499998,20,135
Qwen3-8B,all,5,81,26,27,0.016211937239333334,20,116
Qwen3-8B,all,6,81,26,27,0.027636307992500005,20,97
Qwen3-8B,all,7,81,26,27,0.03252369185833333,20,78
Qwen3-8B,all,8,81,26,27,0.048569672993333333,20,59
Qwen3-8B,all,9,81,26,27,0.043264869814999996,20,38
Qwen3-8B,all,10,81,26,27,0.05365443823684211,19,19
Qwen3-8B,all,2,82,21,20,0.017111206571924602,20,169
Qwen3-8B,all,3,82,21,20,0.01378961961794643,20,151
Qwen3-8B,all,4,82,21,20,0.013329664065476188,20,135
Qwen3-8B,all,5,82,21,20,0.023124946676000006,20,116
Qwen3-8B,all,6,82,21,20,0.04287924988624999,20,97
Qwen3-8B,all,7,82,21,20,0.036348513439583334,20,78
Qwen3-8B,all,8,82,21,20,0.0352852062625,20,59
Qwen3-8B,all,9,82,21,20,0.023330462997500002,20,38
Qwen3-8B,all,10,82,21,20,0.018692590489473682,19,19
Qwen3-8B,all,2,83,21,16,0.003488540240515873,20,169
Qwen3-8B,all,3,83,21,16,0.0075816308767559515,20,151
Qwen3-8B,all,4,83,21,16,0.010982347656309528,20,135
Qwen3-8B,all,5,83,21,16,0.023888534038166667,20,116
Qwen3-8B,all,6,83,21,16,0.0403796038755,20,97
Qwen3-8B,all,7,83,21,16,0.04019336170833333,20,78
Qwen3-8B,all,8,83,21,16,0.06934213700416667,20,59
Qwen3-8B,all,9,83,21,16,0.046541300702499996,20,38
Qwen3-8B,all,10,83,21,16,0.04026050025263158,19,19
Qwen3-8B,all,2,84,28,18,0.02534946140016865,20,169
Qwen3-8B,all,3,84,28,18,0.018386393488482144,20,151
Qwen3-8B,all,4,84,28,18,0.018243320176547617,20,135
Qwen3-8B,all,5,84,28,18,0.019061072311999997,20,116
Qwen3-8B,all,6,84,28,18,0.025126944497500005,20,97
Qwen3-8B,all,7,84,28,18,0.029866349665416674,20,78
Qwen3-8B,all,8,84,28,18,0.03394693212166666,20,59
Qwen3-8B,all,9,84,28,18,0.022840737854999998,20,38
Qwen3-8B,all,10,84,28,18,0.014537544957894735,19,19
Qwen3-8B,all,2,85,24,28,0.01457597355008929,20,169
Qwen3-8B,all,3,85,24,28,0.010427068639166667,20,151
Qwen3-8B,all,4,85,24,28,0.011365585889642855,20,135
Qwen3-8B,all,5,85,24,28,0.02445013185516666,20,116
Qwen3-8B,all,6,85,24,28,0.03406440010325,20,97
Qwen3-8B,all,7,85,24,28,0.037868033101666664,20,78
Qwen3-8B,all,8,85,24,28,0.041811808942499994,20,59
Qwen3-8B,all,9,85,24,28,0.0385747544425,20,38
Qwen3-8B,all,10,85,24,28,0.03417203928947368,19,19
Qwen3-8B,all,2,86,20,21,0.025890624172251984,20,169
Qwen3-8B,all,3,86,20,21,0.00973616505122024,20,151
Qwen3-8B,all,4,86,20,21,0.007948203200714286,20,135
Qwen3-8B,all,5,86,20,21,0.025555896024999997,20,116
Qwen3-8B,all,6,86,20,21,0.045825932655749996,20,97
Qwen3-8B,all,7,86,20,21,0.017657569460416668,20,78
Qwen3-8B,all,8,86,20,21,0.03432404547416666,20,59
Qwen3-8B,all,9,86,20,21,0.026804100595,20,38
Qwen3-8B,all,10,86,20,21,0.024841119368421052,19,19
Qwen3-8B,all,2,87,32,0,0.01207783321592262,20,169
Qwen3-8B,all,3,87,32,0,0.02360957880458333,20,151
Qwen3-8B,all,4,87,32,0,0.019703704773214287,20,135
Qwen3-8B,all,5,87,32,0,0.025622135322166662,20,116
Qwen3-8B,all,6,87,32,0,0.023439574302999998,20,97
Qwen3-8B,all,7,87,32,0,0.029338043206249997,20,78
Qwen3-8B,all,8,87,32,0,0.02950968825,20,59
Qwen3-8B,all,9,87,32,0,0.031394807545,20,38
Qwen3-8B,all,10,87,32,0,0.025627873678947373,19,19
Qwen3-8B,all,2,88,17,17,0.019066696243978172,20,169
Qwen3-8B,all,3,88,17,17,0.01784890939220238,20,151
Qwen3-8B,all,4,88,17,17,0.017076315263690474,20,135
Qwen3-8B,all,5,88,17,17,0.020128026611666672,20,116
Qwen3-8B,all,6,88,17,17,0.031426740241750004,20,97
Qwen3-8B,all,7,88,17,17,0.023634993020416665,20,78
Qwen3-8B,all,8,88,17,17,0.028038893924999995,20,59
Qwen3-8B,all,9,88,17,17,0.029089358827500002,20,38
Qwen3-8B,all,10,88,17,17,0.03428447742105263,19,19
Qwen3-8B,all,2,89,21,19,0.007391899194930556,20,169
Qwen3-8B,all,3,89,21,19,0.00899202325217262,20,151
Qwen3-8B,all,4,89,21,19,0.00884142208452381,20,135
Qwen3-8B,all,5,89,21,19,0.019198658884666667,20,116
Qwen3-8B,all,6,89,21,19,0.030001199344750002,20,97
Qwen3-8B,all,7,89,21,19,0.035347793164583335,20,78
Qwen3-8B,all,8,89,21,19,0.057666873007499994,20,59
Qwen3-8B,all,9,89,21,19,0.060731437367499995,20,38
Qwen3-8B,all,10,89,21,19,0.057113202184210524,19,19
Qwen3-8B,all,2,90,33,13,0.009811431720218252,20,169
Qwen3-8B,all,3,90,33,13,0.017597870198928573,20,151
Qwen3-8B,all,4,90,33,13,0.017508248739761905,20,135
Qwen3-8B,all,5,90,33,13,0.024769854523499994,20,116
Qwen3-8B,all,6,90,33,13,0.02084114745975,20,97
Qwen3-8B,all,7,90,33,13,0.029559949488749997,20,78
Qwen3-8B,all,8,90,33,13,0.02979797397083333,20,59
Qwen3-8B,all,9,90,33,13,0.036585661002500006,20,38
Qwen3-8B,all,10,90,33,13,0.03206765820000001,19,19
Qwen3-8B,all,2,91,16,22,0.007945827205575396,20,169
Qwen3-8B,all,3,91,16,22,0.0064169275878571425,20,151
Qwen3-8B,all,4,91,16,22,0.012903200838809522,20,135
Qwen3-8B,all,5,91,16,22,0.026971647113000003,20,116
Qwen3-8B,all,6,91,16,22,0.04108267626825,20,97
Qwen3-8B,all,7,91,16,22,0.0249031873975,20,78
Qwen3-8B,all,8,91,16,22,0.03766877183583334,20,59
Qwen3-8B,all,9,91,16,22,0.0371779147625,20,38
Qwen3-8B,all,10,91,16,22,0.04247218455263158,19,19
Qwen3-8B,all,2,92,18,11,0.008081523351984126,20,169
Qwen3-8B,all,3,92,18,11,0.011594091213482144,20,151
Qwen3-8B,all,4,92,18,11,0.017177080174523813,20,135
Qwen3-8B,all,5,92,18,11,0.016085477489166663,20,116
Qwen3-8B,all,6,92,18,11,0.033920297271749986,20,97
Qwen3-8B,all,7,92,18,11,0.026990582741666665,20,78
Qwen3-8B,all,8,92,18,11,0.035138078208333326,20,59
Qwen3-8B,all,9,92,18,11,0.043664771125,20,38
Qwen3-8B,all,10,92,18,11,0.04628611201052633,19,19
Qwen3-8B,all,2,93,17,21,0.027827643963551585,20,169
Qwen3-8B,all,3,93,17,21,0.01804235766470238,20,151
Qwen3-8B,all,4,93,17,21,0.013340516123214286,20,135
Qwen3-8B,all,5,93,17,21,0.01988739727466667,20,116
Qwen3-8B,all,6,93,17,21,0.020470660592500002,20,97
Qwen3-8B,all,7,93,17,21,0.02300301311458333,20,78
Qwen3-8B,all,8,93,17,21,0.020662850475,20,59
Qwen3-8B,all,9,93,17,21,0.012974255147499999,20,38
Qwen3-8B,all,10,93,17,21,0.012129399115789474,19,19
Qwen3-8B,all,2,94,10,24,0.029789670644603174,20,169
Qwen3-8B,all,3,94,10,24,0.026511558817886905,20,151
Qwen3-8B,all,4,94,10,24,0.01480209386559524,20,135
Qwen3-8B,all,5,94,10,24,0.009879665553333335,20,116
Qwen3-8B,all,6,94,10,24,0.017813446968249998,20,97
Qwen3-8B,all,7,94,10,24,0.018631592872916665,20,78
Qwen3-8B,all,8,94,10,24,0.01475273992166667,20,59
Qwen3-8B,all,9,94,10,24,0.013428447129999998,20,38
Qwen3-8B,all,10,94,10,24,0.01182235147368421,19,19
Qwen3-8B,all,2,95,15,15,0.0038223183517857146,20,169
Qwen3-8B,all,3,95,15,15,0.013142726391160714,20,151
Qwen3-8B,all,4,95,15,15,0.017793037768690477,20,135
Qwen3-8B,all,5,95,15,15,0.02957844535683333,20,116
Qwen3-8B,all,6,95,15,15,0.036265942073,20,97
Qwen3-8B,all,7,95,15,15,0.023117488802500002,20,78
Qwen3-8B,all,8,95,15,15,0.022446715149999998,20,59
Qwen3-8B,all,9,95,15,15,0.029777897217500005,20,38
Qwen3-8B,all,10,95,15,15,0.022216452589473683,19,19
Qwen3-8B,all,2,96,32,3,0.00983015249309524,20,169
Qwen3-8B,all,3,96,32,3,0.015193780860386905,20,151
Qwen3-8B,all,4,96,32,3,0.018769182125952383,20,135
Qwen3-8B,all,5,96,32,3,0.01677856249916667,20,116
Qwen3-8B,all,6,96,32,3,0.024427018235499996,20,97
Qwen3-8B,all,7,96,32,3,0.025994105931666667,20,78
Qwen3-8B,all,8,96,32,3,0.025869381375833334,20,59
Qwen3-8B,all,9,96,32,3,0.03955347404,20,38
Qwen3-8B,all,10,96,32,3,0.0339833543736842,19,19
Qwen3-8B,all,2,97,33,17,0.028501736746388888,20,169
Qwen3-8B,all,3,97,33,17,0.013244501230565479,20,151
Qwen3-8B,all,4,97,33,17,0.011456217673333335,20,135
Qwen3-8B,all,5,97,33,17,0.01593174928583333,20,116
Qwen3-8B,all,6,97,33,17,0.013040412360999998,20,97
Qwen3-8B,all,7,97,33,17,0.02119823776166667,20,78
Qwen3-8B,all,8,97,33,17,0.025052943580000004,20,59
Qwen3-8B,all,9,97,33,17,0.028696780479999996,20,38
Qwen3-8B,all,10,97,33,17,0.027039013505263155,19,19
Qwen3-8B,all,2,98,17,25,0.009222263391289684,20,169
Qwen3-8B,all,3,98,17,25,0.015652850044761905,20,151
Qwen3-8B,all,4,98,17,25,0.015657838811904762,20,135
Qwen3-8B,all,5,98,17,25,0.023618960249666664,20,116
